Matchup,Open,Closing Range Start,Closing Range End,Movement,Event,Date
James Vick,-160.0,-150.0,-150.0,0.021,UFC: The Ultimate Fighter 15 Episode 12,May 25 2012
James Vick,160.0,160.0,175.0,0.024,UFC Fight Night 26: Shogun vs. Sonnen,Aug 17 2013
James Vick,-165.0,-140.0,-125.0,0.083,UFC Fight Night 49: Henderson vs. Dos Anjos,Aug 23 2014
James Vick,-280.0,-300.0,-280.0,-0.009,UFC Fight Night 57: Edgar vs. Swanson,Nov 22 2014
James Vick,150.0,160.0,165.0,0.004,UFC Fight Night 65: Hunt vs. Miocic,May 09 2015
James Vick,-260.0,-205.0,-200.0,0.072,UFC 197: Jones vs. Saint Preux,Apr 23 2016
James Vick,140.0,120.0,120.0,-0.091,UFC 199: Rockhold vs. Bisping II,Jun 04 2016
James Vick,-120.0,-135.0,-119.0,0.114,UFC Fight Night 104: Bermudez vs. Korean Zombie,Feb 04 2017
James Vick,-275.0,-400.0,-355.0,0.306,UFC 211: Miocic vs. Dos Santos 2,May 13 2017
James Vick,145.0,135.0,139.0,-0.034,UFC 217: Bisping vs. St-Pierre,Nov 04 2017
James Vick,-245.0,-210.0,-200.0,-0.0069999999999999,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18 2018
James Vick,-115.0,-145.0,-140.0,0.162,UFC Fight Night 135: Gaethje vs. Vick,Aug 25 2018
James Vick,135.0,-125.0,-110.0,0.203,UFC on ESPN 1: Ngannou vs. Velasquez,Feb 17 2019
James Vick,145.0,105.0,120.0,0.115,UFC on ESPN 4: Dos Anjos vs. Edwards,Jul 20 2019
James Vick,135.0,125.0,140.0,0.052,UFC on ESPN+ 19: Joanna vs. Waterson,Oct 12 2019
James Wilks,280.0,280.0,280.0,0.0,UFC: The Ultimate Fighter 9 Finale,Jun 20 2009
James Wilks,125.0,145.0,145.0,-0.024,UFC 105: Couture vs Vera,Nov 14 2009
James Wilks,-355.0,-325.0,-325.0,0.0,UFC 115: Liddell vs. Franklin,Jun 12 2010
James Wilks,155.0,145.0,145.0,0.0409999999999999,UFC 120: Bisping vs. Akiyama,Oct 16 2010
Jamey Simmons,350.0,600.0,600.0,-0.089,UFC on ESPN+ 40: Santos vs. Teixeira,Nov 07 2020
Jamey Simmons,130.0,225.0,270.0,-0.273,UFC 265: Lewis vs. Gane,Aug 07 2021
Jamie Mullarkey,-105.0,140.0,147.0,0.2,UFC 243: Whittaker vs. Adesanya,Oct 05 2019
Jamie Mullarkey,200.0,-142.0,-125.0,0.3339999999999999,UFC on ESPN+ 38: Ortega vs. The Korean Zombie,Oct 17 2020
Jamie Mullarkey,165.0,100.0,116.0,0.129,UFC 260: Miocic vs. Ngannou 2,Mar 27 2021
Jamie Mullarkey,-110.0,125.0,140.0,0.177,UFC Fight Night: Santos vs. Walker,Oct 02 2021
Jamie Mullarkey,130.0,120.0,140.0,-0.016,UFC Fight Night 204,Mar 05 2022
Jamie Mullarkey,130.0,-250.0,-200.0,-0.607,UFC on ESPN: dos Anjos vs. Fiziev,Jul 09 2022
Jamie Mullarkey,-250.0,-333.0,-260.0,0.055,UFC 284: Makhachev vs. Volkanovski,Feb 12 2023
Jamie Mullarkey,185.0,240.0,260.0,0.186,UFC on ESPN: Hermansson vs. Allen,Jun 03 2023
Jamie Mullarkey,-188.0,-300.0,-265.0,-0.14,UFC 293,Sep 10 2023
Jamie Mullarkey,154.0,150.0,170.0,0.031,UFC,Dec 10 2023
Jamie Mullarkey,-180.0,175.0,225.0,-0.804,UFC,May 04 2024
Jamie Pickett,210.0,250.0,275.0,0.148,UFC Fight Night 183: Thompson vs. Neal,Dec 19 2020
Jamie Pickett,100.0,-118.0,-109.0,-0.057,UFC 262: Oliveira vs. Chandler,May 15 2021
Jamie Pickett,200.0,160.0,187.0,-0.095,UFC Fight Night: Costa vs. Vettori,Oct 23 2021
Jamie Pickett,150.0,113.0,162.0,0.045,UFC Fight Night 201,Jan 15 2022
Jamie Pickett,-175.0,-175.0,-175.0,,UFC on ESPN: dos Anjos vs. Fiziev,Jul 09 2022
Jamie Pickett,-180.0,-139.0,-116.0,-0.214,UFC 279,Sep 10 2022
Jamie Pickett,900.0,850.0,1200.0,0.105,UFC 285,Mar 04 2023
Jamie Pickett,210.0,250.0,270.0,0.141,UFC Fight Night 226,Aug 12 2023
Jamie Pickett,105.0,350.0,410.0,-0.517,UFC,Mar 02 2024
Jamie Pickett.,210.0,220.0,260.0,-0.065,UFC,Feb 19 2022
Jamie Varner,230.0,415.0,460.0,-0.111,UFC 146: Dos Santos vs. Mir,May 26 2012
Jamie Varner,110.0,100.0,105.0,0.098,UFC on FOX 4: Shogun vs. Vera,Aug 04 2012
Jamie Varner,115.0,130.0,135.0,0.077,UFC 155: Dos Santos vs. Velasquez II,Dec 29 2012
Jamie Varner,-125.0,-115.0,-105.0,0.057,UFC 164: Henderson vs. Pettis II,Aug 31 2013
Jamie Varner,-190.0,-125.0,-115.0,-0.25,UFC 169: Barao vs. Faber,Feb 01 2014
Jamie Varner,-180.0,-215.0,-200.0,-0.051,UFC 173: Barao vs. Dillashaw,May 24 2014
Jamie Varner,-350.0,-475.0,-450.0,-0.057,UFC on FOX 13: Dos Santos vs. Miocic,Dec 13 2014
Jamie Yager,-115.0,120.0,120.0,-0.091,UFC: The Ultimate Fighter 11 Finale,Jun 19 2010
Jan Blachowicz,170.0,245.0,245.0,0.217,UFC Fight Night 53: Nelson vs. Story,Oct 04 2014
Jan Blachowicz,-115.0,-125.0,-120.0,0.113,UFC Fight Night 64: Gonzaga vs. Cro Cop II,Apr 11 2015
Jan Blachowicz,-165.0,-112.0,-105.0,-0.1889999999999999,UFC 191: Johnson vs. Dodson II,Sep 05 2015
Jan Blachowicz,-385.0,-340.0,-320.0,0.033,UFC Fight Night 86: Rothwell vs. Dos Santos,Apr 10 2016
Jan Blachowicz,400.0,500.0,510.0,-0.02,UFC Fight Night 93: Arlovski vs. Barnett,Sep 03 2016
Jan Blachowicz,-125.0,-115.0,-107.0,0.025,UFC 210: Cormier vs. Johnson 2,Apr 08 2017
Jan Blachowicz,110.0,130.0,130.0,0.0,UFC Fight Night 118: Cerrone vs. Till,Oct 21 2017
Jan Blachowicz,165.0,158.0,165.0,0.045,UFC on FOX 26: Lawler vs. Dos Anjos,Dec 16 2017
Jan Blachowicz,160.0,130.0,143.0,0.098,UFC Fight Night 127: Werdum vs. Volkov,Mar 17 2018
Jan Blachowicz,-130.0,115.0,125.0,-0.114,UFC Fight Night 136: Hunt vs. Oleinik,Sep 15 2018
Jan Blachowicz,120.0,100.0,110.0,-0.068,UFC on ESPN+ 3: Blachowicz vs. Santos,Feb 23 2019
Jan Blachowicz,165.0,200.0,225.0,0.159,UFC 239: Jones vs. Santos,Jul 06 2019
Jan Blachowicz,-185.0,-160.0,-152.0,0.061,UFC on ESPN+ 22: Blachowicz vs. Jacare,Nov 16 2019
Jan Blachowicz,105.0,180.0,200.0,-0.178,UFC on ESPN+ 25: Anderson vs. Blachowicz 2,Feb 15 2020
Jan Blachowicz,170.0,200.0,210.0,-0.069,UFC 253: Adesanya vs. Costa,Sep 26 2020
Jan Blachowicz,210.0,175.0,225.0,-0.023,UFC 259: Blachowicz vs. Adesanya,Mar 06 2021
Jan Blachowicz,-190.0,-315.0,-250.0,-0.13,UFC 267: Brachowicz vs. Teixeira,Oct 30 2021
Jan Blachowicz,130.0,162.0,180.0,0.145,UFC Fight Night 208,May 14 2022
Jan Brachowicz,170.0,260.0,285.0,-0.166,UFC 282,Dec 10 2022
Jan Brachowicz,-164.0,-110.0,100.0,-0.215,UFC,Jul 30 2023
Jared Cannonier,135.0,165.0,170.0,0.123,UFC 182: Jones vs. Cormier,Jan 03 2015
Jared Cannonier,-190.0,-135.0,-125.0,0.1369999999999999,UFC Fight Night 86: Rothwell vs. Dos Santos,Apr 10 2016
Jared Cannonier,150.0,190.0,200.0,0.153,UFC: The Ultimate Fighter 24 Finale,Dec 03 2016
Jared Cannonier,160.0,190.0,190.0,0.103,UFC 208: Holm vs. de Randamie,Feb 11 2017
Jared Cannonier,-380.0,-350.0,-330.0,0.024,UFC: The Ultimate Fighter 25 Finale: Johnson vs. Gaethje,Jul 07 2017
Jared Cannonier,-215.0,-190.0,-183.0,0.045,UFC on FOX 26: Lawler vs. Dos Anjos,Dec 16 2017
Jared Cannonier,160.0,180.0,180.0,0.071,UFC Fight Night 129: Maia vs. Usman,May 19 2018
Jared Cannonier,220.0,250.0,265.0,0.106,UFC 230: Cormier vs. Lewis,Nov 03 2018
Jared Cannonier,-150.0,-135.0,-125.0,-0.0139999999999999,UFC 237: Namajunas vs. Andrade,May 11 2019
Jared Cannonier,160.0,220.0,235.0,0.207,UFC on ESPN+ 18: Hermansson vs. Cannonier,Sep 28 2019
Jared Cannonier,-145.0,-125.0,-120.0,0.071,UFC 254: Khabib vs. Gaethje,Oct 24 2020
Jared Cannonier,-240.0,-161.0,-144.0,0.15,UFC on ESPN: Cannonier vs. Gastelum,Aug 21 2021
Jared Cannonier,-136.0,-175.0,-154.0,-0.078,UFC 271,Feb 12 2022
Jared Cannonier,250.0,355.0,460.0,0.307,UFC 276: Adesanya vs. Cannonier,Jul 02 2022
Jared Cannonier,-150.0,-125.0,-110.0,0.098,UFC Fight Night 217,Dec 17 2022
Jared Cannonier,154.0,100.0,120.0,-0.233,UFC Fight Night 227,Jun 17 2023
Jared Cannonier,100.0,100.0,110.0,0.024,UFC,Jun 09 2024
Jared Cannonier,122.0,210.0,260.0,0.3329999999999999,UFC,Aug 25 2024
Jared Gooden,125.0,130.0,140.0,-0.037,UFC 255: Figueiredo vs. Perez,Nov 21 2020
Jared Gooden,135.0,175.0,200.0,-0.095,UFC 260: Miocic vs. Ngannou 2,Mar 27 2021
Jared Gooden,-130.0,150.0,164.0,-0.361,UFC on ESPN: Hall vs. Strickland,Jul 31 2021
Jared Gooden,170.0,195.0,270.0,-0.104,UFC Fight Night: Dern vs. Rodriguez,Oct 09 2021
Jared Gooden,235.0,240.0,300.0,-0.042,UFC Fight Night 221,Mar 11 2023
Jared Gooden,130.0,155.0,185.0,-0.053,UFC Fight Night,Dec 02 2023
Jared Gooden,170.0,190.0,190.0,-0.054,UFC,May 11 2024
Jared Gordon,-140.0,-135.0,-135.0,0.015,UFC Fight Night 112: Chiesa vs. Lee,Jun 25 2017
Jared Gordon,-170.0,-155.0,-152.0,0.037,UFC Fight Night 119: Machida vs. Brunson,Oct 28 2017
Jared Gordon,-195.0,-180.0,-175.0,0.031,UFC Fight Night 126: Cerrone vs. Medeiros,Feb 18 2018
Jared Gordon,-155.0,-125.0,-115.0,0.103,UFC on FOX 31: Lee vs. Iaquinta 2,Dec 15 2018
Jared Gordon,-275.0,-357.0,-350.0,-0.062,UFC on ESPN 3: Ngannou vs. Dos Santos,Jun 29 2019
Jared Gordon,245.0,300.0,320.0,0.165,UFC on ESPN+ 22: Blachowicz vs. Jacare,Nov 16 2019
Jared Gordon,-110.0,-164.0,-135.0,-0.13,UFC on ESPN 13: Kattar vs. Ige,Jul 15 2020
Jared Gordon,-180.0,100.0,110.0,0.241,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20 2021
Jared Gordon,-105.0,101.0,115.0,0.07,UFC Fight Night: Santos vs. Walker,Oct 02 2021
Jared Gordon,155.0,136.0,185.0,0.03,UFC Fight Night: Font vs. Vera,Apr 30 2022
Jared Gordon,-225.0,-295.0,-265.0,-0.06,UFC 278: Usman vs. Edwards 2,Aug 20 2022
Jared Gordon,-145.0,200.0,225.0,0.4579999999999999,UFC 282,Dec 10 2022
Jared Gordon,190.0,210.0,225.0,0.085,UFC Fight Night 223,Apr 22 2023
Jared Gordon,-188.0,-270.0,-190.0,0.143,UFC,Nov 12 2023
Jared Gordon,163.0,175.0,210.0,0.1169999999999999,UFC,Jun 22 2024
Jared Hamman,-155.0,-140.0,-140.0,-0.071,UFC 105: Couture vs Vera,Nov 14 2009
Jared Hamman,-105.0,140.0,140.0,-0.108,UFC 111: St-Pierre vs. Hardy,Mar 27 2010
Jared Hamman,-170.0,-185.0,-185.0,-0.031,UFC Fight Night 22: Marquardt vs. Palhares,Sep 15 2010
Jared Hamman,200.0,220.0,220.0,0.023,UFC On Versus 5: Hardy vs. Lytle,Aug 14 2011
Jared Hamman,-300.0,-176.0,-176.0,-0.203,UFC 140: Jones vs. Machida,Dec 10 2011
Jared Hamman,-135.0,140.0,145.0,-0.196,UFC 150: Henderson vs. Edgar II,Aug 11 2012
Jared Hamman,-140.0,110.0,120.0,-0.149,UFC 164: Henderson vs. Pettis II,Aug 31 2013
Jared Papazian,270.0,380.0,380.0,0.2289999999999999,UFC on FX 1: Guillard vs. Miller,Jan 20 2012
Jared Papazian,-155.0,-170.0,-160.0,0.1,UFC on FX 3: Johnson vs. McCall,Jun 08 2012
Jared Papazian,140.0,170.0,175.0,0.121,UFC: The Ultimate Fighter 16 Finale,Dec 15 2012
Jared Rollins,-105.0,-120.0,-120.0,-0.065,UFC: The Ultimate Fighter 6 Finale,Dec 08 2007
Jared Rosholt,-230.0,-255.0,-245.0,-0.025,UFC: The Ultimate Fighter 18 Finale,Nov 30 2013
Jared Rosholt,-210.0,-280.0,-280.0,0.253,UFC Fight Night 39: Minotauro vs. Nelson,Apr 11 2014
Jared Rosholt,-230.0,-172.0,-165.0,0.099,UFC Fight Night 43: Te Huna vs. Marquardt,Jun 28 2014
Jared Rosholt,-230.0,-420.0,-375.0,-0.147,UFC Fight Night 57: Edgar vs. Swanson,Nov 22 2014
Jared Rosholt,-230.0,-310.0,-300.0,0.26,UFC 185: Pettis vs. dos Anjos,Mar 14 2015
Jared Rosholt,-230.0,-260.0,-245.0,0.1369999999999999,UFC Fight Night 73: Saint Preux vs. Teixeira,Aug 08 2015
Jared Rosholt,100.0,140.0,140.0,-0.055,UFC 193: Rousey vs. Holm,Nov 14 2015
Jared Rosholt,105.0,-105.0,100.0,-0.04,UFC Fight Night 82: Hendricks vs. Thompson,Feb 06 2016
Jared Vanderaa,190.0,195.0,225.0,0.061,UFC Fight Night 185: Blaydes vs. Lewis,Feb 20 2021
Jared Vanderaa,175.0,150.0,165.0,-0.066,UFC Fight Night 188: Font vs. Garbrandt,May 22 2021
Jared Vanderaa,330.0,375.0,440.0,0.143,UFC Fight Night: Dern vs. Rodriguez,Oct 09 2021
Jared Vanderaa,187.0,170.0,170.0,0.04,UFC Fight Night: Font vs. Aldo,Dec 04 2021
Jared Vanderaa,250.0,120.0,150.0,0.188,UFC 271,Feb 12 2022
Jared Vanderaa,115.0,-155.0,-130.0,-0.262,UFC 273,Apr 09 2022
Jared Vanderaa,-200.0,-240.0,-175.0,-0.0279999999999999,UFC on ESPN: dos Anjos vs. Fiziev,Jul 09 2022
Jared Vanderaa,-150.0,175.0,188.0,0.405,UFC Fight Night 213,Oct 29 2022
Jarjis Danho,-130.0,-110.0,-110.0,0.0,UFC Fight Night 84: Silva vs. Bisping,Feb 27 2016
Jarjis Danho,-170.0,-135.0,-130.0,-0.08,UFC Fight Night 93: Arlovski vs. Barnett,Sep 03 2016
Jarjis Danho,205.0,250.0,260.0,-0.081,UFC on ABC 2: Vettori vs. Holland,Apr 10 2021
Jarno Errens,,,,,UFC Fight Night 217,Dec 17 2022
Jarno Errens,200.0,124.0,150.0,0.141,UFC on ESPN: Holloway vs. The Korean Zombie,Aug 26 2023
Jarno Errens,-125.0,130.0,143.0,-0.2789999999999999,UFC,Mar 24 2024
Jarno Errens,210.0,350.0,430.0,-0.171,UFC,Aug 10 2024
Jarred Brooks,-150.0,-150.0,-145.0,0.005,UFC 214: Cormier vs. Jones 2,Jul 29 2017
Jarred Brooks,-190.0,-145.0,-143.0,0.099,UFC Fight Night 119: Machida vs. Brunson,Oct 28 2017
Jarred Brooks,185.0,117.0,125.0,0.1939999999999999,UFC Fight Night 131: Rivera vs. Moraes,Jun 01 2018
Jarred Brooks,-245.0,-300.0,-190.0,0.0,UFC 228: Woodley vs. Till,Sep 08 2018
Jason Black,-330.0,-310.0,-310.0,-0.042,UFC 77: Hostile Territory,Oct 20 2007
Jason Brilz,-270.0,-260.0,-260.0,0.01,UFC Fight Night 15: Diaz vs Neer,Sep 17 2008
Jason Brilz,120.0,150.0,150.0,0.12,UFC 96: Jackson vs Jardine,Mar 07 2009
Jason Brilz,-135.0,-150.0,-150.0,0.109,UFC 103: Franklin vs Belfort,Sep 19 2009
Jason Brilz,-165.0,-160.0,-160.0,0.012,UFC on Versus 1: Vera vs. Jones,Mar 21 2010
Jason Brilz,450.0,435.0,435.0,0.0559999999999999,UFC 114: Jackson vs. Evans,May 29 2010
Jason Brilz,-160.0,-108.0,-108.0,0.156,UFC 129: St-Pierre vs. Shields,Apr 30 2011
Jason Brilz,260.0,345.0,345.0,0.191,UFC 139: Shogun vs. Henderson,Nov 19 2011
Jason Day,315.0,310.0,310.0,0.021,UFC 83: Serra vs St-Pierre 2,Apr 19 2008
Jason Day,270.0,300.0,300.0,0.075,UFC 85: Bedlam,Jun 07 2008
Jason Day,180.0,165.0,165.0,-0.057,UFC 96: Jackson vs Jardine,Mar 07 2009
Jason Dent,-275.0,-200.0,-200.0,0.091,UFC: The Ultimate Fighter 9 Finale,Jun 20 2009
Jason Dent,350.0,380.0,380.0,0.063,UFC 106: Ortiz vs Griffin 2,Nov 21 2009
Jason Gilliam,325.0,335.0,335.0,0.023,UFC 73: Stacked,Jul 07 2007
Jason Gonzalez,140.0,130.0,135.0,0.059,UFC 203: Miocic vs. Overeem,Sep 10 2016
Jason Gonzalez,125.0,105.0,112.0,-0.077,UFC on FOX 23: Shevchenko vs. Pena,Jan 28 2017
Jason Gonzalez,375.0,335.0,350.0,0.043,UFC Fight Night 116: Rockhold vs. Branch,Sep 16 2017
Jason Gonzalez,115.0,104.0,110.0,0.083,UFC on ESPN+ 8: Jacare vs. Hermansson,Apr 27 2019
Jason High,-180.0,-205.0,-205.0,0.084,UFC Fight Night 21: Florian vs. Gomi,Mar 31 2010
Jason High,225.0,325.0,365.0,0.27,UFC on FUEL TV 10: Nogueira vs. Werdum 2,Jun 08 2013
Jason High,-120.0,110.0,120.0,-0.053,UFC Fight Night 27: Condit vs. Kampmann II,Aug 28 2013
Jason High,-305.0,-350.0,-320.0,0.151,UFC 167: St-Pierre vs. Hendricks,Nov 16 2013
Jason High,165.0,220.0,255.0,0.216,UFC Fight Night 42: Henderson vs. Khabilov,Jun 07 2014
Jason Knight,185.0,235.0,240.0,0.157,UFC: The Ultimate Fighter 22 Finale: Edgar vs. Mendes,Dec 11 2015
Jason Knight,190.0,100.0,115.0,0.231,UFC on FOX 20: Holm vs. Shevchenko,Jul 23 2016
Jason Knight,130.0,116.0,125.0,-0.0409999999999999,UFC Fight Night 101: Whittaker vs. Brunson,Nov 26 2016
Jason Knight,-155.0,-135.0,-134.0,0.055,UFC on FOX 23: Shevchenko vs. Pena,Jan 28 2017
Jason Knight,155.0,-110.0,-108.0,0.204,UFC 211: Miocic vs. Dos Santos 2,May 13 2017
Jason Knight,-130.0,-115.0,-110.0,0.009,UFC 214: Cormier vs. Jones 2,Jul 29 2017
Jason Knight,-260.0,-330.0,-320.0,0.243,UFC Fight Night 123: Swanson vs. Ortega,Dec 09 2017
Jason Knight,-230.0,-180.0,-170.0,0.087,UFC Fight Night 130: Thompson vs. Till,May 27 2018
Jason Knight,-230.0,-357.0,-280.0,0.239,UFC 230: Cormier vs. Lewis,Nov 03 2018
Jason Lambert,125.0,120.0,120.0,-0.023,UFC 80: Rapid Fire,Jan 19 2008
Jason Lambert,-125.0,-150.0,-150.0,-0.08,UFC 85: Bedlam,Jun 07 2008
Jason Lambert,150.0,130.0,130.0,-0.087,UFC 88: Breakthrough,Sep 06 2008
Jason Macdonald,,,,,UFC 72: Victory,Jun 16 2007
Jason Macdonald,-105.0,250.0,250.0,0.442,UFC 77: Hostile Territory,Oct 20 2007
Jason Macdonald,-165.0,-170.0,-170.0,-0.011,UFC 83: Serra vs St-Pierre 2,Apr 19 2008
Jason Macdonald,-190.0,225.0,225.0,0.53,UFC 87: Seek And Destroy,Aug 09 2008
Jason Macdonald,-170.0,-150.0,-150.0,-0.087,UFC 88: Breakthrough,Sep 06 2008
Jason Macdonald,100.0,-120.0,-120.0,-0.091,UFC: The Ultimate Fighter 8 Finale,Dec 13 2008
Jason Macdonald,100.0,-150.0,-150.0,0.231,UFC 97: Redemption,Apr 18 2009
Jason Macdonald,-160.0,-175.0,-175.0,-0.034,UFC 113: Machida vs. Shogun II,May 08 2010
Jason Macdonald,125.0,115.0,115.0,0.086,UFC 129: St-Pierre vs. Shields,Apr 30 2011
Jason Macdonald,-300.0,260.0,260.0,-1.379,UFC Fight Night 25: Battle on the Bayou,Sep 17 2011
Jason Macdonald,175.0,190.0,200.0,-0.011,UFC on FUEL TV 3: Korean Zombie vs. Poirier,May 15 2012
Jason Miller,180.0,177.0,177.0,0.068,UFC: The Ultimate Fighter 14 Finale,Dec 03 2011
Jason Miller,-160.0,-170.0,-155.0,0.073,UFC 146: Dos Santos vs. Mir,May 26 2012
Jason Novelli,-135.0,110.0,120.0,-0.122,UFC Fight Night 92: Rodriguez vs. Caceres,Aug 06 2016
Jason Novelli,-110.0,135.0,145.0,-0.0969999999999999,UFC Fight Night 98: Dos Anjos vs. Ferguson,Nov 05 2016
Jason Reinhardt,500.0,400.0,400.0,0.063,UFC 78: Validation,Nov 17 2007
Jason Reinhardt,205.0,250.0,250.0,-0.033,UFC 127: Penn vs. Fitch,Feb 26 2011
Jason Reinhardt,240.0,345.0,345.0,-0.0579999999999999,UFC On Versus 5: Hardy vs. Lytle,Aug 14 2011
Jason Saggo,-160.0,-105.0,100.0,-0.1669999999999999,UFC 174: Johnson vs. Bagautinov,Jun 14 2014
