name,height,reach,stance,dob,url,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,num_fights
Bo Nickal,"6' 1""","76""",Southpaw,14-Jan-96,http://ufcstats.com/fighter-details/35673bf5204524ee,1.64,62,0.5,70,7.46,50,0,7.5,0
Cody Brundage,"6' 0""","72""",Orthodox,16-May-94,http://ufcstats.com/fighter-details/f14f644d41ade29f,1.62,54,2.3,43,2.33,52,68,0.9,0
Jiri Prochazka,"6' 3""","80""",Orthodox,14-Oct-92,http://ufcstats.com/fighter-details/009341ed974bad72,5.75,56,5.43,41,0.79,60,68,0.3,0
Aleksandar Rakic,"6' 4""","78""",Orthodox,06-Feb-92,http://ufcstats.com/fighter-details/333b9e5c723ac873,4.26,50,2.8,50,0.76,25,85,0.1,0
Aljamain Sterling,"5' 7""","71""",Orthodox,31-Jul-89,http://ufcstats.com/fighter-details/cb696ebfb6598724,4.61,52,2.3,58,2.31,27,45,0.7,0
Calvin Kattar,"5' 11""","72""",Orthodox,26-Mar-88,http://ufcstats.com/fighter-details/751de04455cfaac0,4.76,39,6.75,54,0.39,29,72,0.1,0
Kayla Harrison,"5' 8""","66""",Southpaw,02-Jul-90,http://ufcstats.com/fighter-details/1af1170ed937cba7,7.52,71,0.29,83,4.42,40,100,2.2,0
Holly Holm,"5' 8""","69""",Southpaw,17-Oct-81,http://ufcstats.com/fighter-details/634e2fb70bde3fd5,3.13,40,2.92,55,0.87,30,76,0.1,0
Diego Lopes,"5' 11""","72""",Orthodox,30-Dec-94,http://ufcstats.com/fighter-details/f166e93d04a8c274,3.22,58,4.73,37,0,0,42,5,0
Sodiq Yusuff,"5' 9""","71""",Orthodox,19-May-93,http://ufcstats.com/fighter-details/94426bb170c88115,5.66,49,4.51,53,0.28,20,62,0.4,0
Renato Moicano,"5' 11""","72""",Orthodox,21-May-89,http://ufcstats.com/fighter-details/b6452706b373eea1,4.38,48,3.68,60,1.89,45,72,0.6,0
Jalin Turner,"6' 3""","77""",Southpaw,18-May-95,http://ufcstats.com/fighter-details/4d8fa64202cee4c1,5.6,48,4.57,41,0.79,55,74,1.1,0
Jessica Andrade,"5' 1""","62""",Orthodox,25-Sep-91,http://ufcstats.com/fighter-details/6a1901c62ab3870f,6.62,50,5.37,55,2.37,55,72,0.3,0
Marina Rodriguez,"5' 6""","65""",Orthodox,29-Apr-87,http://ufcstats.com/fighter-details/cd2c4d30c6e13b47,4.82,47,3.12,55,0.23,42,65,0.2,0
Bobby Green,"5' 10""","71""",Orthodox,09-Sep-86,http://ufcstats.com/fighter-details/887961364be5ceb3,6.45,52,3.75,62,1.19,38,74,0.3,0
Jim Miller,"5' 8""","71""",Southpaw,30-Aug-83,http://ufcstats.com/fighter-details/d1941565abf50b16,2.99,42,3.5,56,1.53,44,47,1.7,0
Deiveson Figueiredo,"5' 5""","68""",Orthodox,18-Dec-87,http://ufcstats.com/fighter-details/aa72b0f831d0bfe5,3.01,55,3.38,50,1.65,42,58,1.7,0
Cody Garbrandt,"5' 8""","65""",Orthodox,07-Jul-91,http://ufcstats.com/fighter-details/d8c7c61b176e3994,2.98,40,3.76,60,1.03,34,80,0,0
Brendan Allen,"6' 2""","75""",Orthodox,28-Dec-95,http://ufcstats.com/fighter-details/2f181c0467965b98,3.98,53,3.83,47,1.74,47,58,1.4,0
Chris Curtis,"5' 10""","75""",Orthodox,15-Jul-87,http://ufcstats.com/fighter-details/5442f1bc4b47eaf3,5.76,51,6.16,52,0,0,82,0,0
Damon Jackson,"5' 11""","71""",Switch,08-Aug-88,http://ufcstats.com/fighter-details/29af297d9f1de0f8,3,41,3.29,51,2.51,35,40,1.4,0
Alexander Hernandez,"5' 9""","72""",Orthodox,01-Oct-92,http://ufcstats.com/fighter-details/262a7d06203657e6,4.33,41,4.66,55,1.06,31,59,0.1,0
Chepe Mariscal,"5' 7""","69""",Orthodox,27-Oct-92,http://ufcstats.com/fighter-details/e0c6edcb5b5d0b90,4.7,52,3.68,52,2.35,28,66,0.4,0
Morgan Charriere,"5' 8""","69""",Orthodox,26-Oct-95,http://ufcstats.com/fighter-details/5b03b61f9d90125e,3.98,49,4.24,55,1.59,40,87,0.8,0
Ignacio Bahamondes,"6' 3""","75""",Orthodox,27-Aug-97,http://ufcstats.com/fighter-details/e4a47b07044ddd72,7.15,46,4.38,57,0,0,85,0.4,0
Christos Giagos,"5' 10""","71""",Orthodox,23-Jan-90,http://ufcstats.com/fighter-details/de45aaae23dfa392,3.03,41,3.21,50,2.84,36,52,0.4,0
Charlie Campbell,"6' 0""","72""",Orthodox,03-Jul-95,http://ufcstats.com/fighter-details/b39f7a6c2be17ee8,5.55,54,3.73,55,2.95,40,71,0,0
Trevor Peek,"5' 9""","70""",Switch,09-Jan-95,http://ufcstats.com/fighter-details/0bc697c5936a2d0a,4.58,54,4.17,44,1.82,53,54,0,0
Court McGee,"5' 11""","75""",Orthodox,12-Dec-84,http://ufcstats.com/fighter-details/523fa774700d7d3f,4.6,37,3.62,61,1.84,25,69,0.4,0
Lukasz Brzeski,"6' 4""","78""",Orthodox,17-May-92,http://ufcstats.com/fighter-details/0c25d0a5e8cdbf19,4.78,49,3.15,56,0.48,50,36,0.5,0
Valter Walker,"6' 6""","78""",Orthodox,14-Dec-97,http://ufcstats.com/fighter-details/f5779a2303ed76ec,2.2,49,3.87,43,4,80,0,0,0
Norma Dumont,"5' 7""","67""",Orthodox,01-Oct-90,http://ufcstats.com/fighter-details/d3f5d33d61cd00c9,3.11,49,1.89,66,1.91,68,72,0,0
Germaine de Randamie,"5' 9""","71""",Orthodox,24-Apr-84,http://ufcstats.com/fighter-details/1d239d571e342453,2.57,46,2,65,0,0,65,0.4,0
Victor Hugo,"5' 7""","71""",Orthodox,22-Nov-92,http://ufcstats.com/fighter-details/f264ba50b007f39e,3.46,51,2.25,61,0.67,50,87,1.4,0
Pedro Falcao,"5' 6""","66""",Orthodox,30-Jul-92,http://ufcstats.com/fighter-details/f7be1db194e03d7e,2.9,48,2.63,48,2.07,22,83,0,0
Jean Matsumoto,"5' 6""","68""",Orthodox,09-Sep-99,http://ufcstats.com/fighter-details/ffd3224638c01b57,4.76,38,4.52,51,1.2,50,56,0.6,0
Dan Argueta,"5' 7""","68""",Southpaw,13-Aug-93,http://ufcstats.com/fighter-details/e4ba58725825412d,2.18,45,1.9,51,4.45,48,57,1.6,0
Dylan Budka,"6' 0""","75""",Switch,14-Jan-00,http://ufcstats.com/fighter-details/a817e238b2747404,1.04,60,1.8,34,3.38,38,100,0.7,0
Nora Cornolle,"5' 7""","67""",Orthodox,06-Dec-89,http://ufcstats.com/fighter-details/f2b3f4ef3f780168,3.29,59,1.26,56,0,0,50,0,0
Melissa Mullins,"5' 7""","68""",Orthodox,23-Jul-91,http://ufcstats.com/fighter-details/bd532e9a2b93870c,2.73,52,3.64,47,0.65,20,75,0,0
Manon Fiorot,"5' 7""","65""",Orthodox,17-Feb-90,http://ufcstats.com/fighter-details/34ff304266360297,6.26,41,3.77,68,1.17,42,93,0,0
Erin Blanchfield,"5' 4""","66""",Orthodox,04-May-99,http://ufcstats.com/fighter-details/669970f7feba8ecd,5.47,45,4.34,58,2.05,33,81,1,0
Vicente Luque,"5' 11""","75""",Orthodox,27-Nov-91,http://ufcstats.com/fighter-details/6d4b63c767106d3a,5.07,52,5.21,52,1,53,62,0.6,0
Chris Weidman,"6' 2""","78""",Orthodox,17-Jun-84,http://ufcstats.com/fighter-details/3a8176e15b9887c1,3.18,45,3.22,51,3.44,42,65,0.8,0
Bruno Silva,"6' 0""","74""",Orthodox,13-Jul-89,http://ufcstats.com/fighter-details/12ebd7d157e91701,4.12,49,5.45,41,0.93,27,73,0,0
Sedriques Dumas,"6' 2""","79""",Orthodox,06-Aug-95,http://ufcstats.com/fighter-details/4e6738062d469256,1.76,45,2.14,57,0.71,50,40,0.4,0
Kyle Nelson,"5' 11""","71""",Switch,20-Apr-91,http://ufcstats.com/fighter-details/31f8081c7600da93,3.65,45,4.69,52,1.1,20,73,0.6,0
Bill Algeo,"6' 0""","73""",Switch,09-Jun-89,http://ufcstats.com/fighter-details/9abc648e76c4493a,6.16,52,4.52,47,0.86,46,56,0.1,0
Chidi Njokuani,"6' 3""","80""",Orthodox,31-Dec-88,http://ufcstats.com/fighter-details/c68c68efaa5ca6ef,4.09,61,2.94,55,0,0,74,0.2,0
Rhys McKee,"6' 2""","78""",Orthodox,10-Sep-95,http://ufcstats.com/fighter-details/f748267c4ab6c127,4.8,45,7.85,42,0,0,41,0,0
Nate Landwehr,"5' 9""","72""",Orthodox,06-Jun-88,http://ufcstats.com/fighter-details/583ee11abddfc581,6.25,46,5.75,55,1,41,86,1,0
Jamall Emmers,"5' 10""","74""",Orthodox,24-Jul-89,http://ufcstats.com/fighter-details/e00a3dee329a51f7,5.3,48,4.05,57,1.83,40,90,0.2,0
Virna Jandiroba,"5' 3""","64""",Orthodox,30-May-88,http://ufcstats.com/fighter-details/7dda2cf308f24a02,2.3,38,2.96,57,2.36,36,73,1.2,0
Loopy Godinez,"5' 2""","61""",Orthodox,06-Sep-93,http://ufcstats.com/fighter-details/8e5d953bdb9ae5e7,4.13,48,3.58,63,3.04,46,84,1,0
Julio Arce,"5' 7""","70""",Southpaw,27-Oct-89,http://ufcstats.com/fighter-details/1291edf2d566a71a,4.36,36,3.05,68,0.46,28,96,0.3,0
Herbert Burns,"5' 9""","73""",Orthodox,02-Feb-88,http://ufcstats.com/fighter-details/4f140403000158b5,1.73,40,4.6,41,3,42,66,2.5,0
Dennis Buzukja,"5' 9""","70""",Switch,01-Oct-97,http://ufcstats.com/fighter-details/c4d039123e62f6a9,4.16,42,5.09,45,0.8,30,72,0.3,0
Connor Matthews,"5' 8""","71""",Switch,31-May-92,http://ufcstats.com/fighter-details/36e78278a77006d4,5.3,44,6.19,56,2.97,53,50,0.7,0
Ibo Aslan,"6' 3""","77""",Orthodox,23-Apr-96,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45,6.83,45,4.53,64,0,0,100,0,0
Anton Turkalj,"6' 4""","78""",Orthodox,10-Jun-96,http://ufcstats.com/fighter-details/82529ce93cd9a2cf,2.45,42,3.42,54,4.98,41,16,0,0
Jacob Malkoun,"5' 9""","73""",Orthodox,26-Aug-95,http://ufcstats.com/fighter-details/d4270315cbcf2569,3.86,56,2.48,52,6.62,42,20,0.4,0
Andre Petroski,"6' 0""","73""",Switch,12-Jun-91,http://ufcstats.com/fighter-details/5f61780fe5e9b6d0,3.5,49,3.08,51,4.32,54,80,2.3,0
Caolan Loughran,"5' 6""","68""",Orthodox,18-May-96,http://ufcstats.com/fighter-details/42ac4020cba261ad,6.27,47,5.73,56,2.5,33,0,0,0
Angel Pacheco,"5' 8""","70""",Orthodox,13-Jan-92,http://ufcstats.com/fighter-details/07797f10b9569cfc,9.5,39,11.47,41,0,0,28,0,0
Rose Namajunas,"5' 5""","65""",Orthodox,29-Jun-92,http://ufcstats.com/fighter-details/47b63240018d5d86,3.69,41,3.51,63,1.38,47,59,0.5,0
Amanda Ribas,"5' 3""","66""",Orthodox,26-Aug-93,http://ufcstats.com/fighter-details/beecb672a279223e,4.63,40,3.4,61,2.07,51,85,0.7,0
Karl Williams,"6' 3""","79""",Orthodox,06-Jan-90,http://ufcstats.com/fighter-details/d35f734c56a89103,2.87,52,1.7,60,4.75,50,100,0.2,0
Justin Tafa,"6' 0""","74""",Southpaw,13-Dec-93,http://ufcstats.com/fighter-details/e13abac8089a801a,4.09,54,5.02,47,0,0,50,0,0
Edmen Shahbazyan,"6' 2""","75""",Orthodox,20-Nov-97,http://ufcstats.com/fighter-details/4144798612ef96e5,3.6,52,4.09,45,2.24,38,63,0.6,0
AJ Dobson,"6' 1""","76""",Orthodox,18-Jan-92,http://ufcstats.com/fighter-details/009c4420727149ea,4.29,46,5.31,46,1.67,75,65,0.3,0
Payton Talbott,"5' 10""","70""",Switch,09-Sep-98,http://ufcstats.com/fighter-details/6e743a33d56bdaa4,8.05,54,3.58,51,0,0,90,0.5,0
Cameron Saaiman,"5' 8""","67""",Southpaw,20-Dec-00,http://ufcstats.com/fighter-details/3c8a5200436e19f3,5.32,46,4.18,51,0.91,28,47,0.7,0
Youssef Zalal,"5' 10""","72""",Switch,04-Sep-96,http://ufcstats.com/fighter-details/52c2ae6d2f2d2613,2.88,49,1.73,65,2.28,34,60,1.3,0
Billy Quarantillo,"5' 10""","70""",Orthodox,08-Dec-88,http://ufcstats.com/fighter-details/aa171d55d4b5208f,7.36,56,5.57,43,1.24,23,61,1.1,0
Fernando Padilla,"6' 1""","76""",Orthodox,15-Dec-96,http://ufcstats.com/fighter-details/d2f43cfaf8ca3560,6.48,42,5.25,53,0,0,100,0.8,0
Luis Pajuelo,"5' 10""","69""",Orthodox,18-Dec-94,http://ufcstats.com/fighter-details/e530df53922f413e,6.03,57,8.2,52,0,0,66,0,0
Trey Ogden,"5' 11""","72""",Orthodox,14-Nov-89,http://ufcstats.com/fighter-details/cfc3e7bb44685289,3.38,47,3.59,58,1.64,23,100,0.6,0
Kurt Holobaugh,"5' 11""","70""",Orthodox,08-Sep-86,http://ufcstats.com/fighter-details/a7151778b3381036,4.37,43,4.07,48,0.71,36,46,0.9,0
Julian Erosa,"6' 1""","74""",Southpaw,31-Jul-89,http://ufcstats.com/fighter-details/902ec2cc48c8ae8a,6.14,48,6.29,47,1.63,46,58,0.8,0
Ricardo Ramos,"5' 9""","72""",Orthodox,01-Aug-95,http://ufcstats.com/fighter-details/1ae8f3c723aacff4,3.21,37,3.74,57,3.02,60,72,0.7,0
Miles Johns,"5' 7""","66""",Orthodox,30-Mar-94,http://ufcstats.com/fighter-details/46e0d677f91bacc0,3.28,47,2.55,68,1.15,22,85,0,0
Cody Gibson,"5' 10""","71""",Orthodox,11-Sep-87,http://ufcstats.com/fighter-details/700a674c042b7a96,4,43,4.08,57,1.28,28,68,0.2,0
Jarno Errens,"5' 11""","73""",Orthodox,17-Nov-94,http://ufcstats.com/fighter-details/082eba4cd80f736f,3.44,46,3.36,63,0,0,28,0.3,0
Steven Nguyen,"5' 11""","73""",Switch,19-May-93,http://ufcstats.com/fighter-details/69037fc7730e4225,7.15,40,7.36,60,0.28,100,84,0,0
Daria Zhelezniakova,"5' 9""","68""",,23-Jan-96,http://ufcstats.com/fighter-details/07047eb7d17fb0a2,3.8,38,1.67,82,0,0,50,0,0
Montserrat Rendon,"5' 8""","68""",Orthodox,16-Mar-89,http://ufcstats.com/fighter-details/60193e707634e560,3.13,28,3.9,54,3,54,100,0,0
Igor Severino,"5' 7""","69""",Orthodox,21-Apr-03,http://ufcstats.com/fighter-details/6ad8e4296f7522d9,7.17,52,4.33,47,9.69,71,50,0,0
Mick Parkin,"6' 4""","79""",Orthodox,02-Oct-95,http://ufcstats.com/fighter-details/0d5cc0170c1a7e71,4.54,51,3.94,59,1.6,41,50,0.3,0
Mohammed Usman,"6' 2""","79""",Orthodox,01-Apr-89,http://ufcstats.com/fighter-details/da7f113b5ea39c43,3.18,37,4.21,52,0.89,18,0,0,0
Marcin Tybura,"6' 3""","78""",Orthodox,09-Nov-85,http://ufcstats.com/fighter-details/c9cf753cfdf77fc2,3.6,48,3.35,55,1.43,33,79,0.1,0
Tai Tuivasa,"6' 2""","75""",Southpaw,16-Mar-93,http://ufcstats.com/fighter-details/c62fbc117d57b943,3.96,49,5.05,43,0,0,57,0,0
Bryan Battle,"6' 1""","77""",Orthodox,21-Sep-94,http://ufcstats.com/fighter-details/f626118b6da0e020,4.52,51,3.74,44,1.12,28,47,0.6,0
Ange Loosa,"5' 10""","74""",Orthodox,18-Mar-93,http://ufcstats.com/fighter-details/1497e735d9f2560a,6.09,46,6.67,52,2.05,42,90,0.2,0
Ovince Saint Preux,"6' 3""","80""",Southpaw,08-Apr-83,http://ufcstats.com/fighter-details/50db8711c70196cd,3.03,47,3.32,47,1.1,36,67,0.5,0
Kennedy Nzechukwu,"6' 5""","83""",Southpaw,13-Jun-92,http://ufcstats.com/fighter-details/8667caa0451d245b,5.13,45,4.9,50,0.6,45,80,0.2,0
Christian Rodriguez,"5' 7""","71""",Orthodox,17-Dec-97,http://ufcstats.com/fighter-details/5ec591b78349ba7e,3.45,48,2.28,57,1.14,54,66,1.1,0
Isaac Dulgarian,"5' 7""","71""",Orthodox,04-Jul-96,http://ufcstats.com/fighter-details/a57cb948c4c70a47,2.88,58,2.53,39,6.06,47,0,1.5,0
Macy Chiasson,"5' 11""","72""",Orthodox,27-Jul-91,http://ufcstats.com/fighter-details/9cdd2da1a9104a0b,3.53,44,2.53,46,2.38,37,62,0.5,0
Pannie Kianzad,"5' 7""","66""",Orthodox,08-Dec-91,http://ufcstats.com/fighter-details/91dac5e69e28d5b5,4.74,49,3.67,53,0.46,33,66,0.1,0
Gerald Meerschaert,"6' 1""","77""",Southpaw,18-Dec-87,http://ufcstats.com/fighter-details/6ac9bc2953c47345,3.18,45,3.37,53,2.17,38,34,1.6,0
Bryan Barberena,"6' 0""","72""",Southpaw,03-May-89,http://ufcstats.com/fighter-details/a331233f597090a5,5.35,48,4.59,44,0.13,22,50,0.3,0
Mike Davis,"6' 0""","72""",Orthodox,07-Oct-92,http://ufcstats.com/fighter-details/fb3e61720be4690c,5.35,52,5.76,55,2.77,53,64,0.4,0
Natan Levy,"5' 9""","71""",Southpaw,30-Sep-91,http://ufcstats.com/fighter-details/a29db9cd4f9ccea5,3.7,52,3.19,58,5.03,58,41,0.5,0
Chelsea Chandler,"5' 8""","68""",Southpaw,23-Nov-90,http://ufcstats.com/fighter-details/af9efbfd63d39734,3.45,45,3.09,49,1.31,60,33,0,0
Josiane Nunes,"5' 2""","67""",Southpaw,23-Dec-93,http://ufcstats.com/fighter-details/68d35296f566792b,5.99,44,5.25,53,0,0,58,0,0
Jafel Filho,"5' 7""","68""",Orthodox,05-May-93,http://ufcstats.com/fighter-details/65adf3856c4d9256,2.36,41,2,47,1.77,33,55,2.6,0
Ode Osbourne,"5' 7""","73""",Southpaw,09-Jan-92,http://ufcstats.com/fighter-details/6d68c1afe954f121,3.46,38,4.44,44,1.27,27,64,0.2,0
Danny Silva,"5' 11""","70""",Switch,30-Jan-97,http://ufcstats.com/fighter-details/d964a59c48381cb6,8.3,58,9.47,59,3,50,100,0.5,0
Josh Culibao,"5' 10""","73""",Orthodox,24-May-94,http://ufcstats.com/fighter-details/6751eacd16bd59bc,3.2,42,3.24,56,0,0,67,0.3,0
Jaqueline Amorim,"5' 3""","68""",Orthodox,24-Jun-95,http://ufcstats.com/fighter-details/bc7d1ad49fcb2d08,3.33,52,1.85,62,1.48,23,0,5.4,0
Cory McKenna,"5' 3""","58""",Orthodox,11-Jul-99,http://ufcstats.com/fighter-details/3351aa64aa83c4d9,3,40,3.19,48,2.22,58,71,0.4,0
Mitch Ramirez,"5' 11""","71""",Orthodox,03-Nov-92,http://ufcstats.com/fighter-details/e99eb0ef25885de5,2.37,42,3.34,36,0.91,100,0,0,0
Chad Anheliger,"5' 6""","64""",Orthodox,01-Dec-86,http://ufcstats.com/fighter-details/c7c39e2fb70248b3,3.6,45,3.11,53,0.82,30,42,0.6,0
Charalampos Grigoriou,"5' 7""","67""",Orthodox,31-Mar-92,http://ufcstats.com/fighter-details/68b8ebdfce9dbb61,2.13,40,5.56,46,3.75,80,100,0,0
Sean O'Malley,"5' 11""","72""",Switch,24-Oct-94,http://ufcstats.com/fighter-details/b50a426a33da0012,7.63,61,3.52,62,0.35,42,62,0.3,0
Marlon Vera,"5' 8""","70""",Switch,02-Dec-92,http://ufcstats.com/fighter-details/7c7332319c14094c,4.31,49,5.48,50,0.53,39,70,0.9,0
Benoit Saint Denis,"5' 11""","73""",Southpaw,18-Dec-95,http://ufcstats.com/fighter-details/c2299ec916bc7c56,5.7,54,4.98,42,4.76,37,69,1.5,0
Michael Page,"6' 3""","79""",Switch,07-Apr-87,http://ufcstats.com/fighter-details/a67d071163962af8,3.14,69,1.6,55,0.77,25,66,0,0
Jack Della Maddalena,"5' 11""","73""",Switch,10-Sep-96,http://ufcstats.com/fighter-details/6b453bc35a823c3f,6.74,53,4.27,66,0.21,16,70,0.2,0
Gilbert Burns,"5' 10""","71""",Orthodox,20-Jul-86,http://ufcstats.com/fighter-details/23024fdfc966410a,3.29,48,3.42,54,2.24,38,50,0.5,0
Petr Yan,"5' 7""","67""",Switch,11-Feb-93,http://ufcstats.com/fighter-details/d661ce4da776fc20,5.14,53,4.36,58,1.73,51,85,0.1,0
Song Yadong,"5' 8""","67""",Orthodox,02-Dec-97,http://ufcstats.com/fighter-details/efb96bf3e9ada36f,4.49,43,3.96,55,0.66,40,72,0.2,0
Curtis Blaydes,"6' 4""","80""",Orthodox,18-Feb-91,http://ufcstats.com/fighter-details/fa6796c55d6c5440,3.53,50,1.83,59,5.72,53,31,0,0
Maycee Barber,"5' 5""","65""",Switch,18-May-98,http://ufcstats.com/fighter-details/6a740daf1b279661,4.7,53,2.9,54,1.44,43,53,0.1,0
Katlyn Cerminara,"5' 9""","68""",Orthodox,28-Dec-88,http://ufcstats.com/fighter-details/e872e9a9a902c045,4.58,34,4.48,62,0.31,15,50,0.3,0
Mateusz Gamrot,"5' 10""","70""",Southpaw,11-Dec-90,http://ufcstats.com/fighter-details/72db2a14ffa73ece,3.09,51,3.07,59,5.28,35,90,0.1,0
Rafael Dos Anjos,"5' 8""","70""",Southpaw,26-Oct-84,http://ufcstats.com/fighter-details/6a2f7c151031653d,3.48,47,3.21,60,1.95,35,55,0.6,0
Kyler Phillips,"5' 8""","72""",Orthodox,12-Jun-95,http://ufcstats.com/fighter-details/60425d07ef4b91a7,5.72,45,3.38,61,2.41,46,75,0.5,0
Pedro Munhoz,"5' 6""","65""",Orthodox,07-Sep-86,http://ufcstats.com/fighter-details/6bd02119599741a4,5.32,43,6.23,56,0.51,18,82,0.5,0
Philipe Lins,"6' 2""","78""",Orthodox,17-Aug-85,http://ufcstats.com/fighter-details/53c943c873cffe90,3.8,49,3.59,46,1.65,33,100,0,0
Ion Cutelaba,"6' 1""","75""",Southpaw,14-Dec-93,http://ufcstats.com/fighter-details/cd13728ae1151f46,4.44,43,3.43,47,4.17,57,76,0,0
Josh Parisian,"6' 4""","79""",Orthodox,28-Jun-89,http://ufcstats.com/fighter-details/b5da8f7d05e85a55,4.55,48,4.88,41,0.98,33,46,0.2,0
Asu Almabayev,"5' 4""","65""",Orthodox,25-Jan-94,http://ufcstats.com/fighter-details/8d3273573b85be09,3.02,59,1.42,53,7.12,57,0,1.3,0
CJ Vergara,"5' 6""","68""",Orthodox,18-Jun-91,http://ufcstats.com/fighter-details/077e3ace32b72be9,5.24,57,4.62,52,0,0,60,0.2,0
Joanne Wood,"5' 6""","65""",Orthodox,23-Dec-85,http://ufcstats.com/fighter-details/12f91bfa8f1f723b,7.1,51,4.89,51,1.52,55,58,0.3,0
Maryna Moroz,"5' 7""","67""",Orthodox,08-Sep-91,http://ufcstats.com/fighter-details/b4192a975027aab6,4.42,33,4.89,51,0.7,24,42,0.6,0
Jairzinho Rozenstruik,"6' 2""","78""",Orthodox,17-Mar-88,http://ufcstats.com/fighter-details/2cd428e9606856fd,3.44,49,2.78,47,0,0,75,0,0
Shamil Gaziev,"6' 4""","78""",Orthodox,10-Feb-90,http://ufcstats.com/fighter-details/6747ccd6d1acd266,2.63,44,4.73,42,0.53,14,100,0.5,0
Tyson Pedro,"6' 3""","79""",Orthodox,17-Sep-91,http://ufcstats.com/fighter-details/49e96ff8ab781589,2.9,59,2.39,56,0.76,30,50,0.8,0
Muhammad Mokaev,"5' 7""","70""",Orthodox,30-Jul-00,http://ufcstats.com/fighter-details/75353550928a7921,1.53,48,1.36,57,5.75,41,0,1,0
Umar Nurmagomedov,"5' 8""","69""",Orthodox,03-Jan-96,http://ufcstats.com/fighter-details/2b6fc1c02736833d,4.75,69,0.56,76,4.51,56,100,0.6,0
Bekzat Almakhan,"5' 7""","68""",Orthodox,08-Oct-97,http://ufcstats.com/fighter-details/a4dc0f2b95df4cc1,0.2,18,4.53,30,0,0,0,0,0
Matt Schnell,"5' 8""","70""",Orthodox,15-Jan-90,http://ufcstats.com/fighter-details/67c1d46f4ed16f9e,4.23,38,4.56,55,0.59,44,50,1,0
Eryk Anders,"6' 1""","75""",Southpaw,21-Apr-87,http://ufcstats.com/fighter-details/cad24459b28592ca,3.41,47,4.17,50,1.79,26,79,0.1,0
Jamie Pickett,"6' 2""","80""",Orthodox,29-Aug-88,http://ufcstats.com/fighter-details/830f60497fab345a,2.65,47,3.62,50,1.26,40,67,0.1,0
Vinicius Oliveira,"5' 9""","70""",Switch,30-Nov-95,http://ufcstats.com/fighter-details/18d01f7f8338ae72,5.42,47,2.94,50,1.69,50,40,0,0
Benardo Sopaj,"5' 6""","66""",Orthodox,25-Sep-00,http://ufcstats.com/fighter-details/b6c37948cb226e8c,3.06,52,4.56,53,3.06,75,50,0,0
Aiemann Zahabi,"5' 8""","68""",Orthodox,19-Nov-87,http://ufcstats.com/fighter-details/24656ef4d605c96f,3.43,43,3.61,71,0.2,16,79,0,0
Javid Basharat,"5' 9""","69""",Orthodox,07-Sep-95,http://ufcstats.com/fighter-details/bbab3baf66128ae2,5.42,53,2.97,62,1.7,40,85,0.2,0
Christian Leroy Duncan,"6' 2""","79""",Switch,24-Jul-95,http://ufcstats.com/fighter-details/a93f94c923c3a9cb,5.96,62,3.82,50,0.45,14,50,0,0
Claudio Ribeiro,"6' 1""","77""",Orthodox,17-Jul-92,http://ufcstats.com/fighter-details/972c456ff38b2015,3.59,51,4.9,30,0.56,50,66,0,0
AJ Cunningham,"5' 10""","71""",Orthodox,07-Sep-94,http://ufcstats.com/fighter-details/d1053e55f00e53fe,7.66,29,11.9,48,0,0,33,0,0
Loik Radzhabov,"5' 11""","69""",Orthodox,17-Sep-90,http://ufcstats.com/fighter-details/8c169fbe1ac33637,2.93,42,4.73,45,6.73,57,55,0,0
Abdul-Kareem Al-Selwady,"5' 8""","69""",Orthodox,10-Apr-95,http://ufcstats.com/fighter-details/597499ac7a5aac62,4.14,34,3.6,59,2.32,30,20,0,0
Brandon Royval,"5' 9""","68""",Southpaw,16-Aug-92,http://ufcstats.com/fighter-details/6e15f63b6c2e2c15,4.33,36,3.42,46,0.47,60,40,1.1,0
Brandon Moreno,"5' 7""","70""",Orthodox,07-Dec-93,http://ufcstats.com/fighter-details/792be9a24df82ed6,3.87,44,3.63,59,1.74,46,63,0.5,0
Brian Ortega,"5' 8""","69""",Switch,21-Feb-91,http://ufcstats.com/fighter-details/def8166ff24bd237,4.07,38,6.54,49,1.17,27,57,1.2,0
Yair Rodriguez,"5' 11""","71""",Orthodox,06-Oct-92,http://ufcstats.com/fighter-details/cbf5e6f231b55443,4.65,46,3.99,52,0.69,27,58,0.7,0
Daniel Zellhuber,"6' 1""","77""",Switch,07-Jul-99,http://ufcstats.com/fighter-details/4148802ae4a50768,5.86,41,5.06,56,0.22,33,94,0.2,0
Francisco Prado,"5' 10""","69""",Orthodox,16-Jun-02,http://ufcstats.com/fighter-details/3920d0cc288f9b0d,4.58,41,5.66,52,0,0,25,0.4,0
Yazmin Jauregui,"5' 3""","64""",Orthodox,28-Feb-99,http://ufcstats.com/fighter-details/40cb680ae1cd331f,6.26,38,5.12,55,0,0,100,0,0
Sam Hughes,"5' 5""","64""",Orthodox,28-Jun-92,http://ufcstats.com/fighter-details/e94085e821bd81de,4.03,45,4.51,56,0.96,30,57,0,0
Manuel Torres,"5' 10""","73""",Switch,25-Mar-95,http://ufcstats.com/fighter-details/2e7878927067fdca,8.14,58,3.15,56,3.26,66,88,1.6,0
